source_text,suggested_ar,locations,area,has_pre_filled
"Row #{0}: Source, Target Warehouse and Inventory Dimensions cannot be the exact same for Material Transfer",,erpnext/stock/doctype/stock_entry/stock_entry.py:988,stock,0
Row #{0}: Status is mandatory,,erpnext/stock/doctype/quality_inspection/quality_inspection.py:205,stock,0
Row #{0}: Stock cannot be reserved for Item {1} against a disabled Batch {2}.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:403,stock,0
Row #{0}: Stock cannot be reserved for a non-stock Item {1},,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1640,stock,0
Row #{0}: Stock cannot be reserved in group warehouse {1}.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1653,stock,0
Row #{0}: Stock is already reserved for the Item {1}.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1667,stock,0
Row #{0}: Stock is reserved for item {1} in warehouse {2}.,,erpnext/stock/doctype/delivery_note/delivery_note.py:545,stock,0
Row #{0}: Stock not available to reserve for Item {1} against Batch {2} in Warehouse {3}.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:413,stock,0
Row #{0}: Stock not available to reserve for the Item {1} in Warehouse {2}.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1233; erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1681,stock,0
Row #{0}: The warehouse {1} is not a child warehouse of a group warehouse {2},,erpnext/stock/doctype/item/item.py:529,stock,0
Row #{0}: {1} is not a valid reading field. Please refer to the field description.,,erpnext/stock/doctype/quality_inspection/quality_inspection.py:316,stock,0
Row #{}: item {} has been picked already.,,erpnext/stock/doctype/pick_list/pick_list.py:198,stock,0
Row #{}: {} {} doesn't belong to Company {}. Please select valid {}.,,erpnext/stock/doctype/item/item.py:1401,stock,0
"Row {0} picked quantity is less than the required quantity, additional {1} {2} required.",,erpnext/stock/doctype/pick_list/pick_list.py:228,stock,0
Row {0}# Item {1} cannot be transferred more than {2} against {3} {4},,erpnext/stock/doctype/stock_entry/stock_entry.py:1459,stock,0
Row {0}# Item {1} not found in 'Raw Materials Supplied' table in {2} {3},,erpnext/stock/doctype/stock_entry/stock_entry.py:1483,stock,0
"Row {0}: As {1} is enabled, raw materials cannot be added to {2} entry. Use {3} entry to consume raw materials.",,erpnext/stock/doctype/stock_entry/stock_entry.py:1146,stock,0
Row {0}: Either Delivery Note Item or Packed Item reference is mandatory.,,erpnext/stock/doctype/packing_slip/packing_slip.py:128,stock,0
Row {0}: Packed Qty must be equal to {1} Qty.,,erpnext/stock/doctype/delivery_note/delivery_note.py:602,stock,0
Row {0}: Packing Slip is already created for Item {1}.,,erpnext/stock/doctype/packing_slip/packing_slip.py:147,stock,0
Row {0}: Please provide a valid Delivery Note Item or Packed Item reference.,,erpnext/stock/doctype/packing_slip/packing_slip.py:141,stock,0
Row {0}: Purchase Invoice {1} has no stock impact.,,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py:129,stock,0
Row {0}: Qty cannot be greater than {1} for the Item {2}.,,erpnext/stock/doctype/packing_slip/packing_slip.py:153,stock,0
Row {0}: Qty in Stock UOM can not be zero.,,erpnext/stock/doctype/stock_entry/stock_entry.py:525,stock,0
Row {0}: Qty must be greater than 0.,,erpnext/stock/doctype/packing_slip/packing_slip.py:124,stock,0
Row {0}: Transferred quantity cannot be greater than the requested quantity.,,erpnext/stock/doctype/stock_entry/stock_entry.py:3243,stock,0
Row {0}: {2} Item {1} does not exist in {2} {3},,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py:102,stock,0
SCO Supplied Item,,erpnext/stock/doctype/stock_entry_detail/stock_entry_detail.json:None,stock,0
Same item and warehouse combination already entered.,,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:597,stock,0
Scan Mode,وضع المسح,erpnext/stock/doctype/pick_list/pick_list.json:None; erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.json:None,stock,1
"Scan mode enabled, existing quantity will not be fetched.",,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.js:109,stock,0
Scheduling,الجدولة,erpnext/stock/doctype/stock_reposting_settings/stock_reposting_settings.json:None,stock,1
Segregate Serial / Batch Bundle,فصل مجموعة التسلسل/الدفعة,erpnext/stock/report/stock_ledger/stock_ledger.js:122,stock,1
Select an Item Group.,تحديد مجموعة أصناف.,erpnext/stock/doctype/item/item.js:1041,stock,1
Select at least one value from each of the attributes.,حدد قيمة واحدة على الأقل من كل خاصية.,erpnext/stock/doctype/item/item.js:721,stock,1
Selected Serial and Batch Bundle entries have been fixed.,,erpnext/stock/report/incorrect_serial_and_batch_bundle/incorrect_serial_and_batch_bundle.py:163,stock,0
Self delivery,تسليم ذاتي,erpnext/stock/doctype/shipment/shipment.json:None,stock,1
Serial & Batch Item,صنف تسلسلي ودفعة,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1
Serial & Batch Item Settings,إعدادات الأصناف التسلسلية والدفعات,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1
Serial / Batch Bundle,مجموعة تسلسل/دفعة,erpnext/stock/doctype/stock_reconciliation_item/stock_reconciliation_item.json:None; erpnext/subcontracting/doctype/subcontracting_receipt_supplied_item/subcontracting_receipt_supplied_item.json:None,stock,1
Serial / Batch No,رقم تسلسلي/دفعة,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None,stock,1
Serial No (In/Out),الرقم التسلسلي (داخل/خارج),erpnext/stock/report/available_serial_no/available_serial_no.py:140,stock,1
Serial No Ledger,دفتر أستاذ الرقم التسلسلي,erpnext/stock/report/serial_no_ledger/serial_no_ledger.json:None; erpnext/stock/workspace/stock/stock.json:None,stock,1
Serial No Reserved,الرقم التسلسلي محجوز,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:2317,stock,1
Serial No Series Overlap,تداخل سلسلة الرقم التسلسلي,erpnext/stock/doctype/item/item.py:426,stock,1
Serial No and Batch Selector cannot be use when Use Serial / Batch Fields is enabled.,,erpnext/stock/doctype/stock_settings/stock_settings.js:28,stock,0
Serial No and Batch Traceability,,erpnext/stock/report/serial_no_and_batch_traceability/serial_no_and_batch_traceability.json:None; erpnext/stock/workspace/stock/stock.json:None,stock,0
Serial No is mandatory,الرقم التسلسلي إلزامي,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:1072,stock,1
Serial No {0} does not exists,,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:3025,stock,0
Serial No {0} is already Delivered. You cannot use them again in Manufacture / Repack entry.,,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:327,stock,0
"Serial No {0} is not present in the {1} {2}, hence you can't return it against the {1} {2}",,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:399,stock,0
Serial Nos are created successfully,,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:1636,stock,0
"Serial Nos are reserved in Stock Reservation Entries, you need to unreserve them before proceeding.",,erpnext/stock/stock_ledger.py:2307,stock,0
Serial Nos {0} are already Delivered. You cannot use them again in Manufacture / Repack entry.,,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:333,stock,0
Serial and Batch,التسلسل والدفعة,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None; erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json:None,stock,1
Serial and Batch Bundle created,تم إنشاء مجموعة التسلسل والدفعة,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:1858,stock,1
Serial and Batch Bundle updated,تم تحديث مجموعة التسلسل والدفعة,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:1930,stock,1
Serial and Batch Bundle {0} is not submitted,,erpnext/stock/serial_batch_bundle.py:351,stock,0
Serial and Batch Entry,قيد التسلسل والدفعة,erpnext/stock/doctype/serial_and_batch_entry/serial_and_batch_entry.json:None,stock,1
Serial and Batch No,التسلسل والدفعة,erpnext/stock/doctype/delivery_note_item/delivery_note_item.json:None; erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None,stock,1
Serial and Batch Nos,الأرقام التسلسلية والدفعات,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.js:53,stock,1
Serial and Batch Reservation,حجز التسلسل والدفعة,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json:None; erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1
Serial and Batch Summary,ملخص التسلسل والدفعة,erpnext/stock/report/serial_and_batch_summary/serial_and_batch_summary.json:None,stock,1
Set Serial and Batch Bundle Naming Based on Naming Series,تعيين تسمية مجموعة التسلسل والدفعة بناء على سلسلة التسمية,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1
Set fieldname from which you want to fetch the data from the parent form.,,erpnext/stock/doctype/inventory_dimension/inventory_dimension.json:None,stock,0
Set the status manually.,,erpnext/stock/doctype/quality_inspection_reading/quality_inspection_reading.json:None,stock,0
Setting Item Locations...,جار تعيين مواقع الأصناف...,erpnext/stock/doctype/pick_list/pick_list.js:95,stock,1
Shelf Life in Days,مدة الصلاحية بالأيام,erpnext/stock/doctype/batch/batch.py:215,stock,1
Shift Time (In Hours),وقت الوردية (بالساعات),erpnext/stock/doctype/item_lead_time/item_lead_time.json:None,stock,1
Shipment,الشحنة,erpnext/stock/doctype/delivery_note/delivery_note.js:246; erpnext/stock/doctype/shipment/shipment.json:None,stock,1
Shipment Amount,مبلغ الشحنة,erpnext/stock/doctype/shipment/shipment.json:None,stock,1
Shipment Delivery Note,إذن تسليم الشحنة,erpnext/stock/doctype/shipment/shipment.json:None; erpnext/stock/doctype/shipment_delivery_note/shipment_delivery_note.json:None,stock,1
Shipment ID,معرف الشحنة,erpnext/stock/doctype/shipment/shipment.json:None,stock,1
Shipment Information,معلومات الشحنة,erpnext/stock/doctype/shipment/shipment.json:None,stock,1
Shipment Parcel,طرد الشحنة,erpnext/stock/doctype/shipment/shipment.json:None; erpnext/stock/doctype/shipment_parcel/shipment_parcel.json:None,stock,1
Shipment Parcel Template,قالب طرد الشحنة,erpnext/stock/doctype/shipment_parcel_template/shipment_parcel_template.json:None,stock,1
Shipment Type,نوع الشحنة,erpnext/stock/doctype/shipment/shipment.json:None,stock,1
Shipment details,تفاصيل الشحنة,erpnext/stock/doctype/shipment/shipment.json:None,stock,1
Shipping Address Template,قالب عنوان الشحن,erpnext/stock/doctype/purchase_receipt/purchase_receipt.json:None,stock,1
